DELIVERY_START,load_forecast,coal_power_available,gas_power_available,nuclear_power_available,wind_power_forecasts_average,solar_power_forecasts_average,wind_power_forecasts_std,solar_power_forecasts_std,predicted_spot_price,spot_id_delta,hour,dayofweek,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,load_forecast_lag_1,load_forecast_lag_24,gas_power_available_lag_1,gas_power_available_lag_24,wind_power_forecasts_average_lag_1,wind_power_forecasts_average_lag_24,solar_power_forecasts_average_lag_1,solar_power_forecasts_average_lag_24,wind_power_forecasts_std_lag_1,wind_power_forecasts_std_lag_24,solar_power_forecasts_std_lag_1,solar_power_forecasts_std_lag_24
2022-01-02 05:00:00,45234.0,3386.0,11487.0,44416.0,7880.0,0.0,237.51884686142077,0.0,,-25.989094416539277,5,6,1,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,44679.0,45284.0,11487.0,11487.0,7283.0,3679.0,0.0,0.0,312.7309447286109,30.98302297094805,0.0,0.0
2022-01-02 06:00:00,46236.0,3386.0,11487.0,44416.0,8351.0,0.0,176.65386561095724,0.0,,-29.038692544335863,6,6,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,45234.0,45648.0,11487.0,11487.0,7880.0,3902.0,0.0,0.0,237.51884686142077,27.62405175375482,0.0,0.0
2022-01-02 07:00:00,47898.0,3386.0,11487.0,44416.0,8757.0,147.0,119.75514234322912,2.761192316108386,,-26.20866451799513,7,6,1,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,46236.0,45909.0,11487.0,11487.0,8351.0,4092.0,0.0,198.0,176.65386561095724,44.94470095340352,0.0,6.1953492993677495
2022-01-02 08:00:00,50076.0,3386.0,11487.0,44416.0,9113.0,714.0,245.44570636139017,14.951446472966651,,-36.79114987540049,8,6,1,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,47898.0,47091.0,11487.0,11487.0,8757.0,4315.0,147.0,1012.0,119.75514234322912,30.505330081784955,2.761192316108386,23.23995671758656
2022-01-02 09:00:00,51823.0,3386.0,11487.0,44416.0,9210.0,1620.0,347.26987960525224,29.97035572398528,,-41.66195679128312,9,6,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,50076.0,48300.0,11487.0,11487.0,9113.0,4436.0,714.0,2401.0,245.44570636139017,35.83590962010974,14.951446472966651,44.45015384079769
2022-01-02 10:00:00,53289.0,3386.0,11487.0,45326.0,9367.0,2523.0,459.3189331531411,42.67233418240866,,-39.971542757417104,10,6,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,51823.0,49559.0,11487.0,11487.0,9210.0,4459.0,1620.0,3699.0,347.26987960525224,57.67094509800192,29.97035572398528,53.42648880361061
2022-01-02 11:00:00,54707.0,3386.0,11487.0,45326.0,9752.0,3055.0,524.4590272288486,40.33701976347167,,-29.58732150035561,11,6,1,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,53289.0,51367.0,11487.0,11487.0,9367.0,4135.0,2523.0,4337.0,459.3189331531411,85.92893020253233,42.67233418240866,40.55823699614286
2022-01-02 12:00:00,52377.0,3386.0,11487.0,45326.0,10222.0,3107.0,503.786632006284,33.2565782966321,,-9.523172451943026,12,6,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,54707.0,50054.0,11487.0,11487.0,9752.0,3570.0,3055.0,4391.0,524.4590272288486,64.74214818519671,40.33701976347167,22.229253381127087
2022-01-02 13:00:00,49488.0,3386.0,11487.0,45326.0,10331.0,2609.0,468.26240129930136,27.84175638663645,,15.705232053040696,13,6,1,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,52377.0,47679.0,11487.0,11487.0,10222.0,3411.0,3107.0,3765.0,503.786632006284,43.2179459214943,33.2565782966321,13.812292053265669
2022-01-02 14:00:00,47969.0,3386.0,11487.0,45326.0,10328.0,1656.0,337.11371073905343,19.10497317454281,,45.63120130222464,14,6,1,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,49488.0,46322.0,11487.0,11487.0,10331.0,3233.0,2609.0,2361.0,468.26240129930136,170.99891394809652,27.84175638663645,40.17696149902488
2022-01-02 15:00:00,47677.0,3386.0,11487.0,45326.0,10622.0,661.0,290.38937598083714,12.441864811996624,,46.205544892131975,15,6,1,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,47969.0,46171.0,11487.0,11487.0,10328.0,3263.0,1656.0,925.0,337.11371073905343,157.4138313037146,19.10497317454281,23.668224985190268
2022-01-02 16:00:00,51240.0,3386.0,11487.0,45943.0,11091.0,96.0,264.62132273202093,5.468234386123853,,52.41684925093634,16,6,1,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,47677.0,49193.0,11487.0,11487.0,10622.0,3717.0,661.0,126.0,290.38937598083714,143.2432496539665,12.441864811996624,6.366007415968655
2022-01-02 17:00:00,55291.0,3386.0,11487.0,47773.0,11565.0,0.0,234.30104092337675,0.0,,47.88583496718097,17,6,1,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,51240.0,53817.0,11487.0,11487.0,11091.0,4215.0,96.0,0.0,264.62132273202093,191.07250348310612,5.468234386123853,0.0
2022-01-02 18:00:00,56516.0,3386.0,11487.0,47773.0,11836.0,0.0,199.34827742994295,0.0,,33.48666397545618,18,6,1,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,55291.0,55236.0,11487.0,11487.0,11565.0,4563.0,0.0,0.0,234.30104092337675,211.52473681750345,0.0,0.0
2022-01-02 19:00:00,54750.0,3386.0,11487.0,47773.0,11916.0,0.0,180.70810234731576,0.0,,29.12162636729994,19,6,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,56516.0,54017.0,11487.0,11487.0,11836.0,4764.0,0.0,0.0,199.34827742994295,203.5945005026429,0.0,0.0
2022-01-02 20:00:00,52825.0,3386.0,11487.0,47773.0,11897.0,0.0,160.84795887115362,0.0,,27.352887516161477,20,6,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,54750.0,52169.0,11487.0,11487.0,11916.0,4897.0,0.0,0.0,180.70810234731576,207.0812508278924,0.0,0.0
2022-01-02 21:00:00,53047.0,3386.0,11487.0,47773.0,11733.0,0.0,165.65376973848717,0.0,,0.7534768794603579,21,6,1,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,52825.0,52946.0,11487.0,11487.0,11897.0,5070.0,0.0,0.0,160.84795887115362,255.5697696185078,0.0,0.0
2022-01-02 22:00:00,54006.0,3386.0,11487.0,47773.0,11422.0,0.0,208.52038650285832,0.0,,28.81573993331624,22,6,1,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,53047.0,53610.0,11487.0,11487.0,11733.0,5302.0,0.0,0.0,165.65376973848717,329.4531243001206,0.0,0.0
2022-01-02 23:00:00,52467.0,3386.0,11487.0,47773.0,11056.0,0.0,58.53028376530413,0.0,,6.956089787525703,23,6,1,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,54006.0,52698.0,11487.0,11487.0,11422.0,5611.0,0.0,0.0,208.52038650285832,101.46426332470986,0.0,0.0
2022-01-03 00:00:00,50199.0,3386.0,11487.0,47773.0,10671.0,0.0,53.752671312247536,0.0,,9.523311064037802,0,0,1,0,0.0,1.0,0.0,1.0,52467.0,50199.0,11487.0,11487.0,11056.0,5881.0,0.0,0.0,58.53028376530413,157.78168088700744,0.0,0.0
2022-01-03 01:00:00,49071.0,3386.0,11487.0,47773.0,10254.0,0.0,31.98575050384327,0.0,,3.8418497757847527,1,0,1,0,0.25881904510252074,0.9659258262890683,0.0,1.0,50199.0,48690.0,11487.0,11487.0,10671.0,6110.0,0.0,0.0,53.752671312247536,85.75653331691946,0.0,0.0
2022-01-03 02:00:00,47199.0,3386.0,11487.0,47773.0,9878.0,0.0,38.57189196387946,0.0,,0.8347310800243288,2,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,49071.0,45866.0,11487.0,11487.0,10254.0,6457.0,0.0,0.0,31.98575050384327,219.43237081040903,0.0,0.0
2022-01-03 03:00:00,46785.0,3386.0,11487.0,47773.0,9593.0,0.0,59.31947954588612,0.0,,0.7521929528312506,3,0,1,0,0.7071067811865476,0.7071067811865476,0.0,1.0,47199.0,44697.0,11487.0,11487.0,9878.0,6856.0,0.0,0.0,38.57189196387946,286.6582306100258,0.0,0.0
2022-01-03 04:00:00,49435.0,3386.0,11487.0,47773.0,9319.0,0.0,102.37870233994258,0.0,,0.6176111111111111,4,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,46785.0,44679.0,11487.0,11487.0,9593.0,7283.0,0.0,0.0,59.31947954588612,312.7309447286109,0.0,0.0
2022-01-03 05:00:00,54844.0,3386.0,11487.0,47773.0,9041.0,0.0,148.67749235182234,0.0,,-4.733218692570226,5,0,1,0,0.9659258262890683,0.25881904510252074,0.0,1.0,49435.0,45234.0,11487.0,11487.0,9319.0,7880.0,0.0,0.0,102.37870233994258,237.51884686142077,0.0,0.0
2022-01-03 06:00:00,60014.0,3386.0,11487.0,47773.0,8773.0,0.0,180.0261418925209,0.0,,1.7157127272727166,6,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,54844.0,46236.0,11487.0,11487.0,9041.0,8351.0,0.0,0.0,148.67749235182234,176.65386561095724,0.0,0.0
2022-01-03 07:00:00,62576.0,3386.0,11487.0,47773.0,8537.0,138.0,152.80843661478107,2.2491828581535347,,-19.6507894736842,7,0,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,60014.0,47898.0,11487.0,11487.0,8773.0,8757.0,0.0,147.0,180.0261418925209,119.75514234322912,0.0,2.761192316108386
2022-01-03 08:00:00,63406.0,3386.0,11487.0,47773.0,8457.0,699.0,114.7381360720188,4.335972047277435,,-31.492877749360645,8,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,62576.0,50076.0,11487.0,11487.0,8537.0,9113.0,138.0,714.0,152.80843661478107,245.44570636139017,2.2491828581535347,14.951446472966651
2022-01-03 09:00:00,63526.0,3386.0,11487.0,47773.0,8652.0,1650.0,80.74815605252145,11.261595331557867,,-22.18348738355793,9,0,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,63406.0,51823.0,11487.0,11487.0,8457.0,9210.0,699.0,1620.0,114.7381360720188,347.26987960525224,4.335972047277435,29.97035572398528
2022-01-03 10:00:00,63663.0,3386.0,11487.0,47773.0,8945.0,2593.0,68.1753793751174,24.42549027478029,,7.852976610914922,10,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,63526.0,53289.0,11487.0,11487.0,8652.0,9367.0,1650.0,2523.0,80.74815605252145,459.3189331531411,11.261595331557867,42.67233418240866
2022-01-03 11:00:00,63844.0,3386.0,11487.0,47773.0,8958.0,3083.0,91.08367194024288,33.29723535600141,,24.42425643767264,11,0,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,63663.0,54707.0,11487.0,11487.0,8945.0,9752.0,2593.0,3055.0,68.1753793751174,524.4590272288486,24.42549027478029,40.33701976347167
2022-01-03 12:00:00,62428.0,3386.0,11487.0,47773.0,8667.0,3121.0,112.19060578383474,25.48926468886615,,28.553172778561347,12,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,63844.0,52377.0,11487.0,11487.0,8958.0,10222.0,3083.0,3107.0,91.08367194024288,503.786632006284,33.29723535600141,33.2565782966321
2022-01-03 13:00:00,60522.0,3386.0,11487.0,47773.0,8191.0,2592.0,87.89486069132661,23.65748233832679,,11.722075892857148,13,0,1,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,62428.0,49488.0,11487.0,11487.0,8667.0,10331.0,3121.0,2609.0,112.19060578383474,468.26240129930136,25.48926468886615,27.84175638663645
2022-01-03 14:00:00,59603.0,3386.0,11487.0,47773.0,7981.0,1519.0,142.3272776675432,57.09609693940804,,-2.158695531059749,14,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,60522.0,47969.0,11487.0,11487.0,8191.0,10328.0,2592.0,1656.0,87.89486069132661,337.11371073905343,23.65748233832679,19.10497317454281
2022-01-03 15:00:00,59171.0,3386.0,11487.0,47773.0,7681.0,580.0,234.50716136220404,25.039191502744515,,-1.002348044246773,15,0,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,59603.0,47677.0,11487.0,11487.0,7981.0,10622.0,1519.0,661.0,142.3272776675432,290.38937598083714,57.09609693940804,12.441864811996624
2022-01-03 16:00:00,62061.0,3386.0,11487.0,47773.0,7494.0,80.0,156.17788748629687,8.188794124066694,,0.4329193318015143,16,0,1,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,59171.0,51240.0,11487.0,11487.0,7681.0,11091.0,580.0,96.0,234.50716136220404,264.62132273202093,25.039191502744515,5.468234386123853
2022-01-03 17:00:00,65364.0,3386.0,11487.0,47773.0,7290.0,0.0,191.05307789048663,0.0,,-9.818524041108446,17,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,62061.0,55291.0,11487.0,11487.0,7494.0,11565.0,80.0,0.0,156.17788748629687,234.30104092337675,8.188794124066694,0.0
2022-01-03 18:00:00,65425.0,3386.0,11487.0,47773.0,7162.0,0.0,306.7378592311589,0.0,,-10.84210450878416,18,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,65364.0,56516.0,11487.0,11487.0,7290.0,11836.0,0.0,0.0,191.05307789048663,199.34827742994295,0.0,0.0
2022-01-03 19:00:00,61584.0,3386.0,11487.0,47773.0,7256.0,0.0,325.54228628356395,0.0,,10.613877514581588,19,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,65425.0,54750.0,11487.0,11487.0,7162.0,11916.0,0.0,0.0,306.7378592311589,180.70810234731576,0.0,0.0
2022-01-03 20:00:00,57651.0,3386.0,11487.0,47773.0,7393.0,0.0,364.9799592236826,0.0,,31.950773035500603,20,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,61584.0,52825.0,11487.0,11487.0,7256.0,11897.0,0.0,0.0,325.54228628356395,160.84795887115362,0.0,0.0
2022-01-03 21:00:00,57288.0,3386.0,11487.0,47773.0,7440.0,0.0,507.2378132654818,0.0,,26.938920647277985,21,0,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,57651.0,53047.0,11487.0,11487.0,7393.0,11733.0,0.0,0.0,364.9799592236826,165.65376973848717,0.0,0.0
2022-01-03 22:00:00,57491.0,3386.0,11487.0,47773.0,7444.0,0.0,638.7898100538014,0.0,,16.778661538461535,22,0,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,57288.0,54006.0,11487.0,11487.0,7440.0,11422.0,0.0,0.0,507.2378132654818,208.52038650285832,0.0,0.0
2022-01-03 23:00:00,55572.0,3386.0,11487.0,46163.0,7427.0,0.0,211.8337691484389,0.0,,6.755473528791384,23,0,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,57491.0,52467.0,11487.0,11487.0,7444.0,11056.0,0.0,0.0,638.7898100538014,58.53028376530413,0.0,0.0
2022-01-04 00:00:00,53411.0,3386.0,11487.0,46163.0,7431.0,0.0,178.59653474304062,0.0,,9.183898970511253,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,55572.0,50199.0,11487.0,11487.0,7427.0,10671.0,0.0,0.0,211.8337691484389,53.752671312247536,0.0,0.0
2022-01-04 01:00:00,51981.0,3386.0,11487.0,46163.0,7434.0,0.0,184.25107195438483,0.0,,1.4652308819936335,1,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,53411.0,49071.0,11487.0,11487.0,7431.0,10254.0,0.0,0.0,178.59653474304062,31.98575050384327,0.0,0.0
2022-01-04 02:00:00,49879.0,3386.0,11487.0,46163.0,7540.0,0.0,167.70606288805357,0.0,,-9.59181371566072,2,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,51981.0,47199.0,11487.0,11487.0,7434.0,9878.0,0.0,0.0,184.25107195438483,38.57189196387946,0.0,0.0
2022-01-04 03:00:00,49203.0,3386.0,11487.0,46163.0,7630.0,0.0,145.19763407568485,0.0,,-3.3855694320547087,3,1,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,49879.0,46785.0,11487.0,11487.0,7540.0,9593.0,0.0,0.0,167.70606288805357,59.31947954588612,0.0,0.0
2022-01-04 04:00:00,51351.0,3386.0,11487.0,46163.0,7626.0,0.0,214.72879992292545,0.0,,3.641468823574087,4,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,49203.0,49435.0,11487.0,11487.0,7630.0,9319.0,0.0,0.0,145.19763407568485,102.37870233994258,0.0,0.0
2022-01-04 05:00:00,56704.0,3386.0,11487.0,46163.0,7485.0,0.0,304.6394686877473,0.0,,-0.0705663205224311,5,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,51351.0,54844.0,11487.0,11487.0,7626.0,9041.0,0.0,0.0,214.72879992292545,148.67749235182234,0.0,0.0
2022-01-04 06:00:00,62306.0,3386.0,11487.0,46163.0,7268.0,0.0,441.1901202681474,0.0,,-1.2819601047753224,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,56704.0,60014.0,11487.0,11487.0,7485.0,8773.0,0.0,0.0,304.6394686877473,180.0261418925209,0.0,0.0
2022-01-04 07:00:00,65033.0,3386.0,11487.0,46163.0,6869.0,143.0,447.80188269344137,2.6623739959137174,,14.93702383854142,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,62306.0,62576.0,11487.0,11487.0,7268.0,8537.0,0.0,138.0,441.1901202681474,152.80843661478107,0.0,2.2491828581535347
2022-01-04 08:00:00,65942.0,3386.0,11487.0,46163.0,6257.0,665.0,330.4908065326698,7.219255298077738,,2.7166531724406298,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,65033.0,63406.0,11487.0,11487.0,6869.0,8457.0,143.0,699.0,447.80188269344137,114.7381360720188,2.6623739959137174,4.335972047277435
